,Date,Media Sources,Compound,Positive,Negative,Neutral,Tweet,Tweets Ago
122,Sat Jun 09 11:51:30 +0000 2018,@CBSNews,-0.886,0.0,0.701,0.299,@CBSNews Murder is murder regardless of what side of the border you're on... Ice seems to be as rogue and corrupt as the POTUS...,24
123,Sat Jun 09 11:51:29 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,25
124,Sat Jun 09 11:51:25 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Revelations of a Chinese cyberattack on a U.S. Navy contractor comes days before President Trump attends a summit with North K…,26
125,Sat Jun 09 11:51:21 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,27
126,Sat Jun 09 11:51:21 +0000 2018,@CBSNews,-0.0516,0.245,0.49,0.265,"@CBSNews Sounds like @EPN has a problem
..",28
127,Sat Jun 09 11:51:19 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@CBSNews And?,29
128,Sat Jun 09 11:51:18 +0000 2018,@CBSNews,-0.4019,0.0,0.748,0.252,"@CBSNews Let me guess, this is somehow Trumps fault",30
129,Sat Jun 09 11:51:07 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,"RT @CBSNews: “I would tell President Trump, ‘Thank you so much. That I am going to be that one that is going to make you so proud.’ And I h…",31
130,Sat Jun 09 11:51:02 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@tracybeanz @barkmartin @MSNBC @CNN @ABC @NBCNews @CBSNews @kylegriffin1  @PoliticusSarah @NancyPelosi… https://t.co/QPJrtv0E2s,32
131,Sat Jun 09 11:50:54 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,33
132,Sat Jun 09 11:50:49 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@CBSNews They did their job.,34
133,Sat Jun 09 11:50:38 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @petefrt: Climate Change Has Run Its Course: Its descent into social-justice identity politics is the last gasp of a cause that has lost…,35
134,Sat Jun 09 11:50:36 +0000 2018,@CBSNews,-0.6992,0.073,0.648,0.279,@DJ_RYLAS @CBSNews They’ve done plenty of them.  Obviously you don’t give a shit about other people so stop pretending,36
135,Sat Jun 09 11:50:36 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,37
136,Sat Jun 09 11:50:35 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,38
137,Sat Jun 09 11:50:29 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,39
138,Sat Jun 09 11:50:26 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,40
139,Sat Jun 09 11:50:25 +0000 2018,@CBSNews,-0.6597,0.0,0.766,0.234,RT @CBSNews: A woman who was out walking her dogs is missing after an alligator reportedly attacked her and dragged her into a pond in Flor…,41
140,Sat Jun 09 11:50:20 +0000 2018,@CBSNews,-0.5267,0.0,0.839,0.161,RT @melissa5215: @morningmika obviously you must have porn on the mind to accuse our @POTUS of being upset he can’t watch porn in the White…,42
141,Sat Jun 09 11:50:16 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Fox News' Charles Krauthammer says he has weeks to live https://t.co/4HPbRwLsAc https://t.co/wz1UiswLri,43
142,Sat Jun 09 11:50:15 +0000 2018,@CBSNews,-0.6958,0.0,0.771,0.229,@genlady7 @CBSNews How is it that Israel is not considered a nation of terrorists? Meen erhabi? Int erhabi!,44
143,Sat Jun 09 11:49:53 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,45
144,Sat Jun 09 11:49:51 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,"RT @CBSNews: With one last look at the crowd, Marmalade the harbor seal dived back into the waves off the coast of Ocean City, Maryland, af…",46
145,Sat Jun 09 11:49:49 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,47
146,Sat Jun 09 11:49:48 +0000 2018,@CBSNews,-0.6486,0.0,0.482,0.518,@CBSNews He is dead already,48
147,Sat Jun 09 11:49:47 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@CBSNews He got iced twice.,49
148,Sat Jun 09 11:49:47 +0000 2018,@CBSNews,-0.5859,0.152,0.505,0.343,@CBSNews Glad to see the real traitors and criminals are finally being arrested,50
149,Sat Jun 09 11:49:34 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,51
150,Sat Jun 09 11:49:33 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,52
151,Sat Jun 09 11:49:25 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,53
152,Sat Jun 09 11:49:20 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,54
153,Sat Jun 09 11:49:05 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@CBSNews Lebrons message was so right...these sports brings people together...not dividing..like the president..,55
154,Sat Jun 09 11:48:53 +0000 2018,@CBSNews,-0.6908,0.0,0.584,0.416,"@jkbrewjr @sdfashionista3 @CBSNews @POTUS Nope, fake Christians are also embarrassing.",56
155,Sat Jun 09 11:48:52 +0000 2018,@CBSNews,-0.6486,0.0,0.411,0.589,@CBSNews Republicans are murderers.,57
156,Sat Jun 09 11:48:40 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,58
157,Sat Jun 09 11:48:28 +0000 2018,@CBSNews,-0.5574,0.0,0.825,0.175,@CBSNews clickbait even with your condescending headline @POTUS still will put America FIRST while you shitheads ar… https://t.co/19cQWIEKKW,59
158,Sat Jun 09 11:48:24 +0000 2018,@CBSNews,-0.4939,0.0,0.652,0.348,@CBSNews The Trump haters are going down,60
159,Sat Jun 09 11:48:20 +0000 2018,@CBSNews,-0.5563,0.0,0.817,0.183,@EdanClay We need to hear more outrage  from  @TheDemocrats @HouseDemocrats @SenateDems and media. @CNN @MSNBC @ABC… https://t.co/OhnGGkQTDZ,61
160,Sat Jun 09 11:48:14 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,62
161,Sat Jun 09 11:48:11 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@InsafPK @PTIofficial @ImranKhanPTI @OfficialDGISPR @realDonaldTrump @JustinTrudeau @P_Musharraf @theresa_may… https://t.co/tNppD3fw4d,63
162,Sat Jun 09 11:47:46 +0000 2018,@CBSNews,-0.204,0.095,0.773,0.132,@CBSNews Spend more time on yourself and what's really important to you than all of these bloody public announcements,64
163,Sat Jun 09 11:47:45 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,Come on @MSNBC @CNN @ABC @NBCNews @CBSNews let's look into this. https://t.co/7KfOloE6Mq,65
164,Sat Jun 09 11:47:19 +0000 2018,@CBSNews,-0.8475,0.0,0.71,0.29,@CBSNews Anthony had a real tuff job! Eating all over the world. It is sad he killed himself! I think it was selfis… https://t.co/e1T6kvpllK,66
165,Sat Jun 09 11:47:01 +0000 2018,@CBSNews,-0.7096,0.0,0.704,0.296,RT @CBSNews: High school valedictorian says mic was cut before speaking about sex assault https://t.co/VHy6P86iZW https://t.co/vr3OZuZ8NN,67
166,Sat Jun 09 11:46:57 +0000 2018,@CBSNews,0.6408,0.207,0.793,0.0,"@CBSNews There has got to be a better way... look, Take that 38 BILLION and instead of FIGHTER JETS - buy some LAND… https://t.co/NW2NEZex3Y",68
167,Sat Jun 09 11:46:53 +0000 2018,@CBSNews,0.449,0.233,0.767,0.0,Too much focus on silly protocol and not enough substance! Shame on ⁦@CBSNews⁩  👎🏻🇺🇸 https://t.co/8V8Uf8sGgL,69
168,Sat Jun 09 11:46:47 +0000 2018,@CBSNews,-0.8948,0.0,0.638,0.362,"RT @RosieR1949: @CNN
@MSNBC 
@ABC 
@NBCNews 
@CBSNews 
What’s wrong with MSM troglodytes? You’re so full of hate &amp; anger over President Tru…",70
169,Sat Jun 09 11:46:45 +0000 2018,@CBSNews,0.5007,0.188,0.812,0.0,@CBSNews why is outside money allowed to come in for campaign support from George soros???,71
170,Sat Jun 09 11:46:42 +0000 2018,@CBSNews,-0.6597,0.0,0.766,0.234,RT @CBSNews: A woman who was out walking her dogs is missing after an alligator reportedly attacked her and dragged her into a pond in Flor…,72
171,Sat Jun 09 11:46:07 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@InsafPK @PTIofficial @ImranKhanPTI @OfficialDGISPR @realDonaldTrump @JustinTrudeau @P_Musharraf @theresa_may… https://t.co/GsVjDLR1As,73
172,Sat Jun 09 11:46:03 +0000 2018,@CBSNews,0.555,0.275,0.591,0.134,@CBSNews They don’t care ! None of us care to be in the same room as you loser ! @realDonaldTrump,74
173,Sat Jun 09 11:45:40 +0000 2018,@CBSNews,-0.4215,0.103,0.725,0.172,RT @CBSNews: An American special forces soldier was killed and four other servicemen were wounded during a multiple-day operation to root o…,75
174,Sat Jun 09 11:45:14 +0000 2018,@CBSNews,-0.6523,0.0,0.48,0.52,@eenglishlearn @CBSNews NASTY REPUBLICAN $lut.,76
175,Sat Jun 09 11:45:10 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@CBSNews Don’t think they would have gone there.,77
176,Sat Jun 09 11:45:07 +0000 2018,@CBSNews,-0.351,0.086,0.712,0.202,"RT @CBSNews: Federal judge rules Trump administration cannot cut off grants to Philadelphia over ""sanctuary city"" fight: https://t.co/5PIUf…",78
177,Sat Jun 09 11:45:04 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,#Opioids can often take a toll on the entire family. Read about the experiences of grandparents who step in to care… https://t.co/cAtGjskcc0,79
178,Sat Jun 09 11:44:45 +0000 2018,@CBSNews,-0.6597,0.0,0.766,0.234,RT @CBSNews: A woman who was out walking her dogs is missing after an alligator reportedly attacked her and dragged her into a pond in Flor…,80
179,Sat Jun 09 11:44:18 +0000 2018,@CBSNews,0.6908,0.305,0.695,0.0,"@CBSNews The ones who were promised 100,000 $ to take down the border? Asking for a friend",81
180,Sat Jun 09 11:44:17 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @Gaurav98716016: @Praveendas786 @mlkhattar @BBCBreaking @CBSNews @BBCNews @ndtv @ABC @ABCPolitics @rashtrapatibhvn @PMOIndia @ABSCBNNews…,82
181,Sat Jun 09 11:44:12 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@MarkRichardWeis @CBSNews Hahahaha hahahaha hahahaha hahahaha.. To early in the morning...,83
182,Sat Jun 09 11:43:55 +0000 2018,@CBSNews,-0.5267,0.0,0.839,0.161,RT @melissa5215: @morningmika obviously you must have porn on the mind to accuse our @POTUS of being upset he can’t watch porn in the White…,84
183,Sat Jun 09 11:43:49 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @archanasen7: @Praveendas786 @mlkhattar @BBCBreaking @CBSNews @BBCNews @ndtv @ABC @ABCPolitics @rashtrapatibhvn @PMOIndia @ABSCBNNewsSpo…,85
184,Sat Jun 09 11:43:38 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @AbhayYa8543: @Praveendas786 @mlkhattar @BBCBreaking @CBSNews @BBCNews @ndtv @ABC @ABCPolitics @rashtrapatibhvn @PMOIndia @ABSCBNNewsSpo…,86
185,Sat Jun 09 11:43:12 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,"RT @CBSNews: With one last look at the crowd, Marmalade the harbor seal dived back into the waves off the coast of Ocean City, Maryland, af…",87
186,Sat Jun 09 11:43:08 +0000 2018,@CBSNews,-0.357,0.0,0.784,0.216,@CBSNews i dont think Trump cares about the G7 only the G 1,88
187,Sat Jun 09 11:43:02 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@CBSNews Is he Republican?,89
188,Sat Jun 09 11:42:53 +0000 2018,@CBSNews,0.1273,0.128,0.723,0.149,"@CBSNews 🙁 Very sorry to hear this. While I may not always agree with everything in his column, I still always enjoy reading it.",90
189,Sat Jun 09 11:42:53 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,RT @CBSNews: Fox News' Charles Krauthammer says he has weeks to live https://t.co/4HPbRwLsAc https://t.co/wz1UiswLri,91
190,Sat Jun 09 11:42:42 +0000 2018,@CBSNews,-0.8948,0.0,0.638,0.362,"RT @RosieR1949: @CNN
@MSNBC 
@ABC 
@NBCNews 
@CBSNews 
What’s wrong with MSM troglodytes? You’re so full of hate &amp; anger over President Tru…",92
191,Sat Jun 09 11:42:34 +0000 2018,@CBSNews,0.902,0.649,0.351,0.0,@CBSNews What a great honorable man! Going down in honor,93
192,Sat Jun 09 11:42:34 +0000 2018,@CBSNews,0.0,0.0,1.0,0.0,@InsafPK @PTIofficial @ImranKhanPTI @OfficialDGISPR @realDonaldTrump @JustinTrudeau @P_Musharraf @theresa_may… https://t.co/sg91ySmnsd,94
193,Sat Jun 09 11:42:18 +0000 2018,@CBSNews,0.5574,0.247,0.753,0.0,"RT @CBSNews: Trump says he may pardon Muhammad Ali, who does not need a pardon https://t.co/CSfrmCESau https://t.co/lEbE35xvkE",95
194,Sat Jun 09 11:52:55 +0000 2018,@CNN,-0.34,0.0,0.897,0.103,"@CNN @CNNOpinion You know Rudy said Trump could Shoot James Comey an get away with it , if someone said that about… https://t.co/PUyM9tamPB",1
195,Sat Jun 09 11:52:53 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"RT @CNN: Manuel Antonio Cano Pacheco grew up in Iowa. He was sent back to Mexico because of misdemeanor convictions, ICE says.

Three weeks…",2
196,Sat Jun 09 11:52:51 +0000 2018,@CNN,-0.5994,0.0,0.865,0.135,RT @CNN: Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to a tailor belove…,3
197,Sat Jun 09 11:52:49 +0000 2018,@CNN,0.3612,0.098,0.902,0.0,"RT @CNN: Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and @RachCrane took it for…",4
198,Sat Jun 09 11:52:48 +0000 2018,@CNN,-0.1779,0.0,0.909,0.091,"RT @NRAVikki: Media Blame Trump for Puerto Rico Hurricane Deaths, but Facts Tell a Different Story #PuertoRico #PuertoRicoStrong #FactsMatt…",5
199,Sat Jun 09 11:52:47 +0000 2018,@CNN,0.0,0.0,1.0,0.0,RT @jimdonohue13: @CNN Infantile Marxist media!,6
200,Sat Jun 09 11:52:46 +0000 2018,@CNN,0.4019,0.184,0.816,0.0,@CNN Where was the one with Hussein dressed up in a Heavens Gate outfit?,7
201,Sat Jun 09 11:52:45 +0000 2018,@CNN,-0.0516,0.0,0.93,0.07,@MacVickis @CNN @marclamonthill You dragged the Holocaust into the conversation. Palestinians are not part of Israe… https://t.co/Cr0TqYAbzk,8
202,Sat Jun 09 11:52:45 +0000 2018,@CNN,0.5574,0.375,0.625,0.0,@CNN And CNN believes these people? Hahaha.,9
203,Sat Jun 09 11:52:43 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"RT @CNN: Manuel Antonio Cano Pacheco grew up in Iowa. He was sent back to Mexico because of misdemeanor convictions, ICE says.

Three weeks…",10
204,Sat Jun 09 11:52:41 +0000 2018,@CNN,0.3818,0.141,0.859,0.0,RT @signsforchange: Tune in to @AC360 on @CNN tonight at 8ET/ 5PT for an urgent conversation about mental health and reaching out to those…,11
205,Sat Jun 09 11:52:39 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@CNN She is so full of herself,12
206,Sat Jun 09 11:52:39 +0000 2018,@CNN,-0.5994,0.0,0.865,0.135,RT @CNN: Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to a tailor belove…,13
207,Sat Jun 09 11:52:35 +0000 2018,@CNN,0.0,0.0,1.0,0.0,Oprah's ex-chef: Bourdain was Einstein of chefs @CNN https://t.co/ceHf4em26j,14
208,Sat Jun 09 11:52:34 +0000 2018,@CNN,-0.8573,0.0,0.426,0.574,"@HenslerKate @CNN No, but regrettably your stupidity seems to be.",15
209,Sat Jun 09 11:52:32 +0000 2018,@CNN,0.7506,0.33,0.67,0.0,@g7 @realDonaldTrump @ScottPruittOK @jeffsessions @GOP @CTmagazine @thehill Pray for America and The Great Alliance… https://t.co/25OyKdXans,16
210,Sat Jun 09 11:52:31 +0000 2018,@CNN,-0.296,0.0,0.905,0.095,"can we all decide to tag @CNN @BBC whenever the issue of SARS arises? 
Because @channelstv and @NTANewsNow no one d… https://t.co/PQ48PmR1OQ",17
211,Sat Jun 09 11:52:30 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@CNN Gee I wonder if they were euros,18
212,Sat Jun 09 11:52:29 +0000 2018,@CNN,-0.0772,0.0,0.947,0.053,RT @CNN: President Trump and Canadian PM Justin Trudeau had a testy phone call on May 25 over new tariffs imposed by the Trump administrati…,19
213,Sat Jun 09 11:52:27 +0000 2018,@CNN,-0.5994,0.0,0.865,0.135,RT @CNN: Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to a tailor belove…,20
214,Sat Jun 09 11:52:25 +0000 2018,@CNN,-0.8271,0.073,0.623,0.304,"RT @CNN: BREAKING: Anthony Bourdain of CNN’s “Parts Unknown” is dead. The chef, storyteller and Emmy-winning host has committed suicide at…",21
215,Sat Jun 09 11:52:24 +0000 2018,@CNN,-0.5994,0.0,0.865,0.135,RT @CNN: Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to a tailor belove…,22
216,Sat Jun 09 11:52:20 +0000 2018,@CNN,-0.765,0.0,0.703,0.297,"RT @CNN: Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form of cancer and ha…",23
217,Sat Jun 09 11:52:20 +0000 2018,@CNN,0.0,0.0,1.0,0.0,RT @CNN: This surveillance camera footage from last weekend shows a tiny asteroid that NASA says disintegrated over southern Africa https:/…,24
218,Sat Jun 09 11:52:19 +0000 2018,@CNN,-0.6705,0.0,0.862,0.138,"RT @Naijadailyfeed: If you see SARS run for your life, this guy was just Killed by SARS in Ojota. He was accosted by SARS as soon as he dro…",25
219,Sat Jun 09 11:52:18 +0000 2018,@CNN,0.7378,0.332,0.531,0.137,RT @President1Trump: AMAZING @CNN Does a positive piece of news on @POTUS: 11-year-old cancer survivor Katy was with @POTUS when he signed…,26
220,Sat Jun 09 11:52:17 +0000 2018,@CNN,0.0,0.0,1.0,0.0,RT @Lagonda_Blogger: @wimbongers @Yapo_el_guapo @GBlonet @The_RealTristan @remco1012 @kr4ydnb @buzztruus @momusadept @GadflyMorse @Grijze_D…,27
221,Sat Jun 09 11:52:15 +0000 2018,@CNN,0.0,0.0,1.0,0.0,RT @thebradfordfile: RETWEET if you have not watched one single hour of @CNN in 2018.,28
222,Sat Jun 09 11:52:13 +0000 2018,@CNN,0.9294,0.447,0.553,0.0,RT @ivana_columbo: Kudos to @cnn for putting together the Anthony Bourdain memorial show in a day. Wow. So thoughtful and heartfelt. Thank…,29
223,Sat Jun 09 11:52:10 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"@scapelliti @MSNBC @CNN @washingtonpost @FoxNews They didn't report and wouldn't, because they're owned by those in… https://t.co/KeVsjDyGki",30
224,Sat Jun 09 11:52:07 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"RT @CheriJacobus: and ON THAT DAY the ""catfishing"" of me began.  later when I brought up the superPAC on @CNN Trump defamed me on twitter a…",31
225,Sat Jun 09 11:52:07 +0000 2018,@CNN,-0.4588,0.0,0.87,0.13,"RT @CNN: Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social media https://t.co/…",32
226,Sat Jun 09 11:52:06 +0000 2018,@CNN,-0.5994,0.0,0.865,0.135,RT @CNN: Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to a tailor belove…,33
227,Sat Jun 09 11:52:05 +0000 2018,@CNN,0.6696,0.257,0.743,0.0,"RT @Persian_FDN: #FoodLover #AnthonyBourdin lovingly eating #NoonSangak in #Tehran, #IRAN! #RIP https://t.co/QdBsK9v4L0 via @tarakangarlou…",34
228,Sat Jun 09 11:52:03 +0000 2018,@CNN,-0.296,0.116,0.728,0.156,"Rest In Peace Anthony Bourdain.   @cnn my brother took his life 1 year ago today.  He was an alcoholic.   Legalize weed, it doesn’t kill us.",35
229,Sat Jun 09 11:52:02 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@CNN OMG! Looks looks washing drying in the wind.,36
230,Sat Jun 09 11:52:02 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@Justice37002634 @CNNTonight @CNN @donlemon So that goes for Avenatti too?,37
231,Sat Jun 09 11:51:55 +0000 2018,@CNN,0.4648,0.168,0.832,0.0,@thinkprogress Suggestion for .@ChrisCuomo @CuomoPrimeTime or other @CNN shows: PLEASE cover the climate change iss… https://t.co/uTO5xvCJbd,38
232,Sat Jun 09 11:51:54 +0000 2018,@CNN,-0.4404,0.0,0.884,0.116,"RT @SH61970: Democrats' IT scandal set to explode with possible plea deal.

Meanwhile we are STILL waiting on ""journalists"" in MSM to even…",39
233,Sat Jun 09 11:51:49 +0000 2018,@CNN,-0.34,0.327,0.204,0.469,@TheRickCedillo @CNN Enjoy hell,40
234,Sat Jun 09 11:51:49 +0000 2018,@CNN,0.0,0.0,1.0,0.0,RT @CNN: Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,41
235,Sat Jun 09 11:51:44 +0000 2018,@CNN,0.0,0.0,1.0,0.0,You think that would have been a wake-up call for @cnn @msnbc @FoxNews. https://t.co/psRvAwxJEB,42
236,Sat Jun 09 11:51:43 +0000 2018,@CNN,-0.1779,0.0,0.909,0.091,"RT @NRAVikki: Media Blame Trump for Puerto Rico Hurricane Deaths, but Facts Tell a Different Story #PuertoRico #PuertoRicoStrong #FactsMatt…",43
237,Sat Jun 09 11:51:42 +0000 2018,@CNN,0.3612,0.098,0.902,0.0,"RT @CNN: Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and @RachCrane took it for…",44
238,Sat Jun 09 11:51:42 +0000 2018,@CNN,0.765,0.291,0.581,0.128,RT @CNN: The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is showing signs o…,45
239,Sat Jun 09 11:51:40 +0000 2018,@CNN,0.4215,0.412,0.588,0.0,@GeorgeAl12 @CNN Nice try bot...,46
240,Sat Jun 09 11:51:38 +0000 2018,@CNN,0.3612,0.098,0.902,0.0,"RT @CNN: Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and @RachCrane took it for…",47
241,Sat Jun 09 11:51:38 +0000 2018,@CNN,0.3612,0.098,0.902,0.0,"RT @CNN: Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and @RachCrane took it for…",48
242,Sat Jun 09 11:51:37 +0000 2018,@CNN,-0.5256,0.0,0.371,0.629,@CNN So sad.,49
243,Sat Jun 09 11:51:34 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@wimbongers @Yapo_el_guapo @GBlonet @The_RealTristan @remco1012 @kr4ydnb @buzztruus @momusadept @GadflyMorse… https://t.co/Vt9NJMiWMK,50
244,Sat Jun 09 11:51:33 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@CNN https://t.co/4ksAhLR35M,51
245,Sat Jun 09 11:51:32 +0000 2018,@CNN,-0.296,0.0,0.885,0.115,"@Tsubasa07884713 @CNN The Gaza border is a real thing,Maybe Hamas should stop using children as cannon fodder. Mayb… https://t.co/NFlROYnjdg",52
