,Date,Media Sources,Compound,Positive,Negative,Neutral,Tweet,Tweets Ago
366,Sat Jun 09 11:52:07 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @TheAAObserver: @FoxNews @Greengo73980227 Why? They still can't explain the difference between a Democrat and a Socialist. #DefeatDemCrow,74
367,Sat Jun 09 11:52:05 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,75
368,Sat Jun 09 11:52:03 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",76
369,Sat Jun 09 11:52:03 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @19PHIL51: @DWStweets WHAT A SCUM BAG

@realDonaldTrump
@Pudingtane @marylene58
@MUSSIEPIGROAST @TuckerCarlson @seanhannity @IngrahamAng…",77
370,Sat Jun 09 11:52:03 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: JUST IN: Celebrity chef Anthony Bourdain hanged himself in a hotel bathroom with a bathrobe belt, French prosecutors revealed…",78
371,Sat Jun 09 11:52:02 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",79
372,Sat Jun 09 11:52:02 +0000 2018,@FoxNews,0.5542,0.174,0.826,0.0,"RT @nickpopemod: I very much enjoyed making an appearance on #TuckerCarlsonTonight on @FoxNews this evening, discussing the latest developm…",80
373,Sat Jun 09 11:52:02 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@ResistanceNOW77 @FoxNews Why wasn’t this done during King Obama’s two terms in office?,81
374,Sat Jun 09 11:52:01 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@NoNamePlease55 @FoxNews And eating junk food,82
375,Sat Jun 09 11:52:00 +0000 2018,@FoxNews,-0.2905,0.242,0.418,0.34,@FoxNews A lot better then points and heroin!!!,83
376,Sat Jun 09 11:52:00 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",84
377,Sat Jun 09 11:52:00 +0000 2018,@FoxNews,0.4215,0.167,0.833,0.0,"RT @FoxNews: .@POTUS on trade negotiations with Canada: ""We've made a lot of progress today."" https://t.co/WtiUwDHqGI",85
378,Sat Jun 09 11:52:00 +0000 2018,@FoxNews,0.5859,0.142,0.858,0.0,"RT @FoxNews: On this day in 1973, Secretariat becomes the first horse since Citation in 1948 to win the Triple Crown with a spectacular vic…",86
379,Sat Jun 09 11:51:59 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,87
380,Sat Jun 09 11:51:59 +0000 2018,@FoxNews,0.7311,0.211,0.789,0.0,"RT @FoxNews: .@POTUS: ""I love Canada but they treat us very unfairly on trade. Very, very unfairly. You see the numbers. Almost 300% on dai…",88
381,Sat Jun 09 11:51:58 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews @marcthiessen @FoxNewsOpinion Short memories on people.  But talking to groups within groups.  Iran deal s… https://t.co/kJyxN855xh,89
382,Sat Jun 09 11:51:58 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @FoxNews: .@VP Visits Wounded Warriors at Walter Reed https://t.co/UuoncnuocZ,90
383,Sat Jun 09 11:51:57 +0000 2018,@FoxNews,-0.6467,0.0,0.773,0.227,@FoxNews @replouiegohmert You guys are crazy!!FOX will no doubt go down in history as being complicit in the disman… https://t.co/GHFnTbHI8Z,91
384,Sat Jun 09 11:51:56 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,92
385,Sat Jun 09 11:51:55 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"@Cam1Eddie @FoxNews @POTUS @GOP Putin has Trump on his knees.
#MAGAt",93
386,Sat Jun 09 11:51:55 +0000 2018,@FoxNews,0.3182,0.173,0.827,0.0,RT @aka_deplorable: @RealOmarNavarro @jchjch62 @FoxNews @RepMaxineWaters @TuckerCarlson @seanhannity @JudgeJeanine @IngrahamAngle Please te…,94
387,Sat Jun 09 11:51:55 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@POTUS on trade negotiations with Canada: ""We've made a lot of progress."" https://t.co/jKaj0yc2tX",95
388,Sat Jun 09 11:51:54 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @ErikaMcdougall: @FoxNews @seanhannity @dbongino OMGGGG‼️Just when you thought Liberals couldn’t be MORE STUPID‼️This 👉🏼IDIOT👈🏼 cannot a…,96
389,Sat Jun 09 11:51:52 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @COVFEFE4US: @Real_AzKyle @NutznVise @Resist_Libs @mitra9816 @C1imateHoax @johntieso @LibertyGirl20 @whatzen @IStateYourName_ @FoxNews @…,97
390,Sat Jun 09 11:51:51 +0000 2018,@FoxNews,-0.5413,0.0,0.857,0.143,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,98
391,Sat Jun 09 11:51:51 +0000 2018,@FoxNews,-0.694,0.0,0.777,0.223,"RT @Logic_Triumphs: NO. The investigation has not gone on too long.
Especially when you consider that there have already been guilty pleas…",99
392,Sat Jun 09 11:51:50 +0000 2018,@FoxNews,0.2244,0.145,0.747,0.108,@FoxNews @POTUS Let the Dems keep focusing on all the things people don’t care about.  That’s why they are losing!,100
393,Sat Jun 09 11:52:40 +0000 2018,@NYT,-0.7717,0.0,0.705,0.295,"RT @Stunt247: ""Mark Zuckerberg, Elon Musk and the Feud Over Killer Robots"" by CADE METZ via @NYT https://t.co/sMjsmprrK4",1
394,Sat Jun 09 11:49:46 +0000 2018,@NYT,0.743,0.283,0.717,0.0,"@CNNPolitics @PressSec has 110% more credibility than @CNN @MSNBC @NYT @WAPO @DNC She is a strong, intelligent, con… https://t.co/nCyjKQfyAt",2
395,Sat Jun 09 11:39:32 +0000 2018,@NYT,-0.7717,0.0,0.642,0.358,"""Mark Zuckerberg, Elon Musk and the Feud Over Killer Robots"" via @NYT https://t.co/BPotUFZyLG #technology",3
396,Sat Jun 09 11:39:15 +0000 2018,@NYT,-0.7717,0.0,0.676,0.324,"""Mark Zuckerberg, Elon Musk and the Feud Over Killer Robots"" by CADE METZ via @NYT https://t.co/sMjsmprrK4",4
397,Sat Jun 09 11:29:41 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"@politico Melania got out of traveling with Trump by showing a doctor's note

@npr @cnn @wsj @HuffPostPol @nyt… https://t.co/TB3YWwYBCj",5
398,Sat Jun 09 11:28:19 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@politico Trump has so little credibility that none of these leaders believes or pays much attention to any of his… https://t.co/0DhCzilcBS,6
399,Sat Jun 09 11:26:48 +0000 2018,@NYT,-0.3804,0.0,0.88,0.12,"@politico Very odd, next thing you know Republicans will say the only Republicans can run in Republican primaries ;… https://t.co/V9lWTKzYte",7
400,Sat Jun 09 11:19:41 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"Unusual to see the US President treated as inconsequential partner at the G-7

New World Order

@npr @cnn @wsj… https://t.co/uORth7ny0p",8
401,Sat Jun 09 10:37:56 +0000 2018,@NYT,0.5267,0.228,0.696,0.076,atmosphere: The Rich Are Planning to Leave This Wretched Planet https://t.co/FIDZUzr4r5 @NYT https://t.co/su8U69cLTA,9
402,Sat Jun 09 10:37:55 +0000 2018,@NYT,-0.7717,0.0,0.621,0.379,"Mark Zuckerberg, Elon Musk and the Feud Over Killer Robots https://t.co/E6KBjIzKIt @NYT https://t.co/wOfuFZ9piw",10
403,Sat Jun 09 10:00:21 +0000 2018,@NYT,0.4215,0.141,0.859,0.0,"“You might think it’s 1918 not 2018,” said Amanda Mackenzie(@amandamack6), the chief executive of the charity Busin… https://t.co/kBipTkjKH1",11
404,Sat Jun 09 09:08:25 +0000 2018,@NYT,-0.4019,0.0,0.787,0.213,"""When the Noises from Upstairs Are Worrisome"" via @NYT https://t.co/Rp5edOXRrD https://t.co/PytphRsV7Y",12
405,Sat Jun 09 09:08:08 +0000 2018,@NYT,-0.7717,0.0,0.729,0.271,"""Mark Zuckerberg, Elon Musk and the Feud Over Killer Robots"" via @NYT The New York Times https://t.co/Ktmusej5z9 #news #tech #technews",13
406,Sat Jun 09 09:04:03 +0000 2018,@NYT,0.4404,0.244,0.756,0.0,"How Good Is the Trump Economy, Really? https://t.co/mZKsJCcJwg @NYT https://t.co/6ORnkQnsxL",14
407,Sat Jun 09 09:04:02 +0000 2018,@NYT,-0.4019,0.0,0.722,0.278,What Is the Trade Deficit? https://t.co/QvaCAKj5pa @NYT https://t.co/bnoIBzHN9d,15
408,Sat Jun 09 08:57:52 +0000 2018,@NYT,-0.2584,0.0,0.88,0.12,"@almostjingo #SaturdayMotivation 

I see @AliWatkins says ""she never did actually secure a chair"" and that's why sh… https://t.co/KqhEyAxVBg",16
409,Sat Jun 09 08:48:41 +0000 2018,@NYT,0.5719,0.27,0.73,0.0,@NYT here's a perfect example of what YOU should be doing https://t.co/1WNkLwVhEf,17
410,Sat Jun 09 08:23:39 +0000 2018,@NYT,-0.4215,0.0,0.811,0.189,RT @NYT: Judge Denies Trump’s Secrecy Claim in Review of Cohen Documents. https://t.co/KXagLDG0ES,18
411,Sat Jun 09 07:09:31 +0000 2018,@NYT,0.8706,0.367,0.633,0.0,@NYT I'm sure he didn't leak anything to her! That early 20s woman was with a mid-50s guy OUT OF LOVE!,19
412,Sat Jun 09 06:54:11 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@petersgoodman @_StephenCastle @subwus @NYT @rickgladstone this document addresses many of the misconceptions regar… https://t.co/HbHCxWNI6Z,20
413,Sat Jun 09 06:31:48 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@davidmiller631 @almostjingo @SenFeinstein @NYT 🤣🤣🤣,21
414,Sat Jun 09 06:31:38 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"RT @davidmiller631: @almostjingo @SenFeinstein My name is Ms. Ali Watkins,
I am Pulitzer finalist @NYT journo person.
My politics pink, my…",22
415,Sat Jun 09 05:53:36 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@BistyCSRoss @Magabrat68 @realDonaldTrump @NYT @washingtonpost @MSNBC @CNN @nbc @ABC @CBS Nothing to do with Trump.… https://t.co/8mvUXJEwNE,23
416,Sat Jun 09 05:22:41 +0000 2018,@NYT,0.0,0.0,1.0,0.0,Does anyone else think that the @NYT and @BuzzFeed pimping out a young reporter to a middle aged man (for years) to… https://t.co/Vii7R5iO0U,24
417,Sat Jun 09 05:08:37 +0000 2018,@NYT,-0.7126,0.0,0.752,0.248,It's incredibly stupid (&amp; racist) that the @DNC &amp; @nyt opinion columnists are so obsessed with appealing to margina… https://t.co/gHyDwsHTpC,25
418,Sat Jun 09 05:05:13 +0000 2018,@NYT,0.2323,0.3,0.509,0.191,@nytimes Why are you even giving this stupidity a platform? @NYT be better.,26
419,Sat Jun 09 04:40:01 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@BistyCSRoss @Magabrat68 @realDonaldTrump @NYT @washingtonpost @MSNBC @CNN @nbc @ABC @CBS Manafort has been CHARGED… https://t.co/6KQHKxFEIP,27
420,Sat Jun 09 04:34:38 +0000 2018,@NYT,0.5267,0.274,0.726,0.0,"RT @CNN_word: @davidmiller631 @almostjingo @SenFeinstein @NYT Poetic Justice
#AliWatkins #DrainTheSwamp",28
421,Sat Jun 09 03:56:25 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@teleSURtv @lemondefr @libe @rusiatoday @nyt @fr @wsj @le_figaro @DerSPIEGEL @UN @OEA_oficial @UEenMexico… https://t.co/jmIHggutUH,29
422,Sat Jun 09 03:48:02 +0000 2018,@NYT,0.2144,0.085,0.915,0.0,"RT @SashaHemon: @sarahkendzior @NYT et al treat Trump's utterances as statements of facts until proven otherwise, but they are always rheto…",30
423,Sat Jun 09 03:44:48 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"El fraude en México @PRI_Nacional .
@DerSPIEGEL @fr
@lemondefr @le_figaro @libe @rusiatoday @nyt @washingtonpost… https://t.co/e0NvfWMdFy",31
424,Sat Jun 09 02:49:10 +0000 2018,@NYT,0.0,0.0,1.0,0.0,".@jaketapper @maddow @NBCPolitics @MSNBC @ABCPolitics @CBSNews @ShepNewsTeam @nyt @washingtonpost @wsj
How about ad… https://t.co/fYsRbHprJi",32
425,Sat Jun 09 02:40:33 +0000 2018,@NYT,-0.4019,0.0,0.526,0.474,Damn the @NYT https://t.co/MPaBsOoce3,33
426,Sat Jun 09 02:35:40 +0000 2018,@NYT,0.6696,0.2,0.8,0.0,RT @crlulukat: @LouiseMensch The first and the best! Where were you @ABC @NBC @CBS @MSNBC @CNN @WAPO @NYT ? https://t.co/WHTGnIKMY2,34
427,Sat Jun 09 02:31:02 +0000 2018,@NYT,0.6696,0.219,0.781,0.0,@LouiseMensch The first and the best! Where were you @ABC @NBC @CBS @MSNBC @CNN @WAPO @NYT ? https://t.co/WHTGnIKMY2,35
428,Sat Jun 09 02:12:30 +0000 2018,@NYT,0.3612,0.116,0.884,0.0,"Thank you @NYT for reporting on Anthony Bourdain. This video collage tells us about @Bourdain the Writer, and makes… https://t.co/nK6kuFaP8K",36
429,Sat Jun 09 01:40:04 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@NYT HISTORY🔹A tobacco company was behind this other addictive invention —salt &amp; vinegar chips?! 😖 https://t.co/eG2NVOOosj,37
430,Sat Jun 09 01:36:48 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"RT @NYT: Opinion: If There’s a Red Wave Election in 2018, This Will Be Why. https://t.co/QHkyzdtweL",38
431,Sat Jun 09 01:28:47 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"@Amy_Siskind Everybody needs to know this! 
Why isn't it being covered @NYT? @washingtonpost @YahooNews 

anybody??",39
432,Sat Jun 09 01:15:21 +0000 2018,@NYT,0.0,0.0,1.0,0.0,Big-style pimping by @BuzzfeedBen and @NYT https://t.co/M460N2ZFO0,40
433,Sat Jun 09 01:14:44 +0000 2018,@NYT,-0.4019,0.0,0.816,0.184,RT @NYT: Orange County Fights Turning Blue. And the Resistance Is Formidable.. https://t.co/S1u8gKGSXZ,41
434,Sat Jun 09 01:09:14 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"""Get a Wi-Fi Tablet on a Cellular Network "" via @NYT https://t.co/hPgcyo7M37 #technology",42
435,Sat Jun 09 01:04:05 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"""Get a Wi-Fi Tablet on a Cellular Network "" by J. D. BIERSDORFER via @NYT https://t.co/DiAwhGA51n",43
436,Sat Jun 09 00:53:23 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@haaretzcom @WashTimes @washingtonpost @nyt,44
437,Sat Jun 09 00:50:38 +0000 2018,@NYT,0.4404,0.266,0.734,0.0,@bilaal313_n @patd5109 Good point @washingtonpost  @nyt @latimes @NBCNews @VOANews,45
438,Sat Jun 09 00:41:13 +0000 2018,@NYT,-0.2732,0.0,0.884,0.116,"""Trump’s New Plan to Dismantle Obamacare Comes With Political Risks"" via @NYT The New York Times… https://t.co/ylUcB6Cw1V",46
439,Sat Jun 09 00:38:02 +0000 2018,@NYT,-0.3818,0.0,0.809,0.191,Press Groups Criticize the Seizing of a Times Reporter’s Records https://t.co/j6Eh6UPeN6 @NYT https://t.co/ShVbluatIF,47
440,Sat Jun 09 00:37:24 +0000 2018,@NYT,0.2263,0.142,0.761,0.096,"RT @antoniovelardo_: ""China’s ZTE, Saved by U.S., Has a Checkered Past and Shaky Future"" via @NYT https://t.co/Cg28sFePHM #technology",48
441,Sat Jun 09 00:34:38 +0000 2018,@NYT,0.2263,0.158,0.734,0.107,"""China’s ZTE, Saved by U.S., Has a Checkered Past and Shaky Future"" via @NYT https://t.co/Cg28sFePHM #technology",49
442,Sat Jun 09 00:34:27 +0000 2018,@NYT,0.2263,0.142,0.761,0.096,"""China’s ZTE, Saved by U.S., Has a Checkered Past and Shaky Future"" by RAYMOND ZHONG via @NYT https://t.co/sGm0N2VbMl",50
443,Sat Jun 09 00:24:00 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"@politico Turns out that Trump is indeed going to take away America's healthcare.

@HillaryClinton predicted this!… https://t.co/rMJrbEhXoB",51
444,Sat Jun 09 00:20:53 +0000 2018,@NYT,-0.4215,0.163,0.592,0.246,"RT @dcpoll: James Wolfe, former head of security for the Senate Intelligence Cmte, has been arrested &amp; charged w/ lying to the FBI about co…",52
445,Sat Jun 09 00:19:44 +0000 2018,@NYT,0.0,0.0,1.0,0.0,Hey @nyt the Brits figured out that women are going after Trump in November. When will you wake up? https://t.co/7DgXryKJKY,53
446,Sat Jun 09 00:19:07 +0000 2018,@NYT,-0.3818,0.0,0.852,0.148,"""Press Groups Criticize the Seizing of a Times Reporter’s Records"" via @NYT The New York Times… https://t.co/9MQCeSDLuZ",54
447,Sat Jun 09 00:12:35 +0000 2018,@NYT,0.0,0.0,1.0,0.0,RT @OwlLove40054061: @C_3C_3 @Kate930783911 Ohhh @NYT @CNN going down down down.,55
448,Fri Jun 08 23:54:19 +0000 2018,@NYT,-0.7506,0.0,0.522,0.478,"RT @NYT: No, the Broadway Musical Isn’t Doomed. https://t.co/PwmiSkSwW7",56
449,Fri Jun 08 23:54:09 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"RT @NYT: About New York: Decades Ago, New York Dug a Moat Around Its Specialized Schools. https://t.co/EH3R13Rkej",57
450,Fri Jun 08 23:51:08 +0000 2018,@NYT,-0.6166,0.0,0.691,0.309,⁦@politico⁩ ARE YOU GUYS RELATED TO FAILING @NYT ⁦@AliWatkins⁩  https://t.co/eNjVSwXYVg,58
451,Fri Jun 08 23:49:42 +0000 2018,@NYT,0.5267,0.152,0.848,0.0,.@NYT reporter @jwpetersNYT soft peddling Trump's affection of Putin as just Trump acting out - AS IF there was no… https://t.co/8hToNlU4tz,59
452,Fri Jun 08 23:44:34 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@krauthammer @realDonaldTrump @foxnews @GovMikeHuckabee @BretBaier  @Franklin_Graham @maggieNYT @nyt @WhiteHouse… https://t.co/Grd4eKvTbc,60
453,Fri Jun 08 23:43:00 +0000 2018,@NYT,-0.4939,0.0,0.758,0.242,RT @NYT: Chinese Hackers Steal Unclassified Data From Navy Contractor. https://t.co/IJVEB8Kx9K,61
454,Fri Jun 08 23:33:18 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"@maggieNYT Quick question. Is it a requirement for @NYT journalists, to sleep with their 'sources' for information?",62
455,Fri Jun 08 23:19:48 +0000 2018,@NYT,0.0,0.0,1.0,0.0,RT @GaryZettle: @seanhannity @LouDobbs is correct about the @NYT reporter being caught with classified information u r incorrect. When a ne…,63
456,Fri Jun 08 23:18:28 +0000 2018,@NYT,0.0,0.0,1.0,0.0,RT @GaryZettle: @seanhannity @LouDobbs is correct about the @NYT reporter being caught with classified information u r incorrect. When a ne…,64
457,Fri Jun 08 23:18:14 +0000 2018,@NYT,0.0,0.0,1.0,0.0,RT @GaryZettle: @seanhannity @LouDobbs is correct about the @NYT reporter being caught with classified information u r incorrect. When a ne…,65
458,Fri Jun 08 23:17:54 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@seanhannity @LouDobbs is correct about the @NYT reporter being caught with classified information u r incorrect. W… https://t.co/ipMJ7vTHb6,66
459,Fri Jun 08 23:06:50 +0000 2018,@NYT,0.6124,0.167,0.833,0.0,"Noting of course how the media scrum is silent but for 1 or 2 respectful questions that if answered, could only be… https://t.co/1I6IGpzJG3",67
460,Fri Jun 08 22:56:58 +0000 2018,@NYT,-0.4404,0.0,0.775,0.225,"RT @NYT: With Mueller Closing In, Manafort’s Allies Abandon Him. https://t.co/q1uwrfQEeF",68
461,Fri Jun 08 22:56:29 +0000 2018,@NYT,-0.8625,0.0,0.65,0.35,"""How Suicide Quietly Morphed Into a Public Health Crisis"" via @NYT The New York Times https://t.co/37eoB0orEq #health #healthnews #news",69
462,Fri Jun 08 22:42:02 +0000 2018,@NYT,-0.0516,0.0,0.882,0.118,Pixar Co-Founder to Leave Disney After ‘Missteps’ https://t.co/fI6BfxxlOL @NYT https://t.co/DRaTrCd24C,70
463,Fri Jun 08 22:39:07 +0000 2018,@NYT,0.4404,0.195,0.805,0.0,#DontJustSitThereDoSomething NY Times | A Year of Living Better: How to Participate in Politics… https://t.co/ZzEs2KiNpN,71
464,Fri Jun 08 22:33:54 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"RT @NYT: G-7, Manafort, Bourdain: Your Friday Evening Briefing. https://t.co/DXqQnZaoqI",72
465,Fri Jun 08 22:19:11 +0000 2018,@NYT,-0.0516,0.0,0.93,0.07,"""Pixar Co-Founder to Leave Disney After ‘Missteps’"" via @NYT The New York Times https://t.co/ZZS95lCVlP #businessnews #business #news",73
466,Fri Jun 08 22:15:28 +0000 2018,@NYT,-0.1531,0.0,0.849,0.151,RT @NYT: Rebel in the Kitchen: Remembering Anthony Bourdain. https://t.co/zwOEqDxxAw,74
467,Fri Jun 08 22:14:37 +0000 2018,@NYT,-0.2944,0.0,0.886,0.114,@TheEconomist @NewsJunkie60 Trump is proving that the US model of government is quite vulnerable to a Nazi despot.… https://t.co/VQvI4AJbHh,75
468,Fri Jun 08 22:13:45 +0000 2018,@NYT,0.0,0.0,1.0,0.0,RT @NYT: Bill Cunningham’s Unseen Scrapbooks. https://t.co/uy8596OPmX,76
469,Fri Jun 08 22:11:07 +0000 2018,@NYT,-0.6696,0.0,0.732,0.268,"@politico Chao, in becoming a petty criminal, fits right into the GOP Administration!

@npr @cnn @wsj @HuffPostPol… https://t.co/zf4B61lOde",77
470,Fri Jun 08 22:08:11 +0000 2018,@NYT,0.0,0.0,1.0,0.0,RT @NYT: Letters to the Editor. https://t.co/9cc9VavTiq,78
471,Fri Jun 08 22:06:44 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"@realDonaldTrump A President who doesn't get it, is sort of a dope, and possibly a Russian agent would be a BIG IMP… https://t.co/z715GYQEL7",79
472,Fri Jun 08 22:03:12 +0000 2018,@NYT,-0.1531,0.0,0.849,0.151,RT @NYT: Rebel in the Kitchen: Remembering Anthony Bourdain. https://t.co/zwOEqDxxAw,80
473,Fri Jun 08 22:00:25 +0000 2018,@NYT,-0.2732,0.112,0.695,0.193,@NYT @politico @BuzzFeed Good point about all of you. Btw @FBI @TheJusticeDept Ali has lied too denying he was the… https://t.co/K3Lo8QWMbT,81
474,Fri Jun 08 21:54:54 +0000 2018,@NYT,0.5994,0.358,0.642,0.0,RT @NYT: Why Cooks Loved Anthony Bourdain. https://t.co/7XIzQErdkJ,82
475,Fri Jun 08 21:53:22 +0000 2018,@NYT,0.2263,0.106,0.894,0.0,RT @NYT: That Decisive Moment: June Is Bustin’ Out All Over: The Week in Classical Music. https://t.co/mINSKWHbs7,83
476,Fri Jun 08 21:47:25 +0000 2018,@NYT,-0.0258,0.108,0.78,0.112,RT @RealPirateShip: What do you do when a friend is depressed for such a long time that you’ve started to feel that nothing you can do will…,84
477,Fri Jun 08 21:33:15 +0000 2018,@NYT,0.2732,0.214,0.636,0.15,RT @NYT: How the Hockey Team in Las Vegas Won Despite Losing. https://t.co/ez0UqWDPZ7,85
478,Fri Jun 08 21:27:29 +0000 2018,@NYT,0.1779,0.248,0.56,0.192,Some real winners working for Holocaust denying @NYT  https://t.co/DXREaNJZLa,86
479,Fri Jun 08 21:22:28 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"RT @davidmiller631: @almostjingo @SenFeinstein My name is Ms. Ali Watkins,
I am Pulitzer finalist @NYT journo person.
My politics pink, my…",87
480,Fri Jun 08 21:22:25 +0000 2018,@NYT,0.0,0.0,1.0,0.0,@NYT https://t.co/WmWDXQizHh,88
481,Fri Jun 08 21:17:31 +0000 2018,@NYT,0.0258,0.084,0.836,0.08,"RT @libertytarian: @CNN @NYT &amp; #MSM also freaked out when
#KimJongUn said his nuclear button was ""always on my desk""
&amp; #Trump joked ""my but…",89
482,Fri Jun 08 21:16:34 +0000 2018,@NYT,0.3182,0.173,0.827,0.0,RT @NYT: Fiction: Clarice Lispector’s Second Novel Charts a Woman’s Existential Awakening. https://t.co/mgG7uNRZKp,90
483,Fri Jun 08 21:16:12 +0000 2018,@NYT,0.0,0.0,1.0,0.0,"RT @davidmiller631: @almostjingo @SenFeinstein My name is Ms. Ali Watkins,
I am Pulitzer finalist @NYT journo person.
My politics pink, my…",91
484,Fri Jun 08 21:14:53 +0000 2018,@NYT,-0.0258,0.108,0.78,0.112,RT @RealPirateShip: What do you do when a friend is depressed for such a long time that you’ve started to feel that nothing you can do will…,92
485,Fri Jun 08 21:13:30 +0000 2018,@NYT,-0.0258,0.108,0.78,0.112,RT @RealPirateShip: What do you do when a friend is depressed for such a long time that you’ve started to feel that nothing you can do will…,93
486,Fri Jun 08 21:03:20 +0000 2018,@NYT,-0.68,0.0,0.79,0.21,"RT @chachmalone: @hale_razor NYTs need someone to inform them it wasn’t a reporter arrested, it was the leaker! He has no 1st amendment rig…",94
487,Fri Jun 08 20:58:59 +0000 2018,@NYT,0.3455,0.265,0.528,0.207,@LisaMei62 Honestly this just embarrassing to read. This is very childish from a @NYT reporter TOTALLY KIDDING? Really?,95
488,Fri Jun 08 20:56:55 +0000 2018,@NYT,0.0,0.0,1.0,0.0,RT @roryslife: @SaysSimonson @DailyCaller So basically @BuzzFeedBen pimped out a young intern/reporter @AliWatkins to an old man for leaks.…,96
